id;tipoPropiedad;precioUSD;fechaUltimaActualizacion;vendedor;terrenoTotal;terrenoEdificado;cantDormitorios;cantBanos;cantCochera;barrio;ciudad;coordX;coordY;URL
1538589070;TERRENO;32000;2023-10-17;INMOBILIARIA;1250.0;;;;;;UNQUILLO;-31.2341309;-64.3167114;https://terreno.mercadolibre.com.ar/MLA-1538589070-cruz-del-norte-ii-1250m2-cescritura-_JM
1538580712;TERRENO;9550;2023-10-17;INMOBILIARIA;1702.0;;;;;EL PARADOR DE LA MONTANA;SANTA ROSA DE CALAMUCHITA;;;https://terreno.mercadolibre.com.ar/MLA-1538580712-lote-en-cordoba-a-10min-calamuchita-_JM
1538684868;TERRENO;9470;2023-10-17;INMOBILIARIA;1686.0;;;;;EL PARADOR DE LA MONTANA;SANTA ROSA DE CALAMUCHITA;;;https://terreno.mercadolibre.com.ar/MLA-1538684868-lote-en-cordoba-a-10min-calamuchita-_JM
1539523214;DEPARTAMENTO;138000;2023-10-17;INMOBILIARIA;93.0;66.0;2.0;2.0;;NUEVA CORDOBA;CORDOBA;-31.4284344;-64.1906433;https://departamento.mercadolibre.com.ar/MLA-1539523214-venta-departamento-2-dormitorios-camenities-nueva-cordoba-_JM
1539389712;CASA;19000;2023-10-17;INMOBILIARIA;27.0;27.0;;1.0;;IPONA;CORDOBA;-31.4493956;-64.1875272;https://casa.mercadolibre.com.ar/MLA-1539389712-venta-mono-ambiente-b-ipona-_JM
1539389656;CASA;60000;2023-10-17;INMOBILIARIA;210.0;110.0;3.0;2.0;1.0;VILLA REVOL;CORDOBA;-31.4452779;-64.1721135;https://casa.mercadolibre.com.ar/MLA-1539389656-vendo-casa-3-dorms-2-banos-_JM
1538617438;CASA;94900;2023-10-17;INMOBILIARIA;180.0;180.0;3.0;3.0;2.0;MANANTIALES;CORDOBA;-31.4725042;-64.2739625;https://casa.mercadolibre.com.ar/MLA-1538617438-rebajado-venta-b-manantiales-san-ignacio-3-dor-3-banos-m74-l9-_JM
1392574839;TERRENO;27000;2023-10-17;INMOBILIARIA;300.0;;;;;;NONO;-31.7986116;-65.0039964;https://terreno.mercadolibre.com.ar/MLA-1392574839-t102no-hermoso-lote-de-300m2-en-nono-_JM
1538615750;TERRENO;32000;2023-10-17;INMOBILIARIA;250.0;;;;;MANANTIALES;CORDOBA;-31.4725042;-64.2739625;https://terreno.mercadolibre.com.ar/MLA-1538615750-lote-en-venta-en-rincones-de-manantiales-apto-duplex-250-m2-_JM
1538575744;TERRENO;35000;2023-10-17;INMOBILIARIA;480.0;;;;;;MALAGUENO;-31.4828739;-64.4151917;https://terreno.mercadolibre.com.ar/MLA-1538575744-vendo-lote-en-valle-del-golf-2da-etapa-_JM
1392576449;DEPARTAMENTO;85000;2023-10-17;INMOBILIARIA;75.0;75.0;2.0;1.0;;NUEVA CORDOBA;CORDOBA;-31.4307847;-64.186859;https://departamento.mercadolibre.com.ar/MLA-1392576449-vendo-dpto-2-dorms-amplio-en-nva-cba-chile-222-4a-_JM
1538641066;DEPARTAMENTO;120000;2023-10-17;INMOBILIARIA;65.0;65.0;2.0;1.0;1.0;SANTA RITA;VILLA CARLOS PAZ;-31.4092654;-64.4878198;https://departamento.mercadolibre.com.ar/MLA-1538641066-dptos-con-cochera-y-amenities-a-metros-del-lago-villa-carlos-paz-_JM
1392556549;TERRENO;3907;2023-10-17;INMOBILIARIA;337.0;;;;;;VILLA SAN ISIDRO;-31.8017815;-64.4177279;https://terreno.mercadolibre.com.ar/MLA-1392556549-terreno-en-jose-de-la-quintana-_JM
1538679248;DEPARTAMENTO;60000;2023-10-17;INMOBILIARIA;42.0;560.0;1.0;1.0;1.0;SANTA RITA;VILLA CARLOS PAZ;-31.4022592;-64.4795309;https://departamento.mercadolibre.com.ar/MLA-1538679248-departamento-a-la-venta-barrio-santa-rita-_JM
1539623930;CASA;290000;2023-10-17;INMOBILIARIA;900.0;360.0;3.0;2.0;2.0;LA CAROLINA;CORDOBA;-31.3528281;-64.2842374;https://casa.mercadolibre.com.ar/MLA-1539623930-casa-en-venta-b-la-carolina-zona-norte-cordoba--_JM
1392657561;CASA;61000;2023-10-17;INMOBILIARIA;188.0;182.0;3.0;2.0;;GENERAL PUEYRREDON;CORDOBA;-31.4036855;-64.163112;https://casa.mercadolibre.com.ar/MLA-1392657561-casa-en-venta-en-g-paz-oportunidad-_JM
1392579511;TERRENO;40000;2023-10-17;INMOBILIARIA;10831.0;;;;;;VILLA GENERAL BELGRANO;-31.9716981;-64.646011;https://terreno.mercadolibre.com.ar/MLA-1392579511-venta-terreno-108-ha-va-gral-belgrano-escritura-_JM
1538654024;DEPARTAMENTO;69000;2023-10-17;INMOBILIARIA;45.0;45.0;1.0;1.0;1.0;;VILLA CARLOS PAZ;-31.4109165;-64.4894975;https://departamento.mercadolibre.com.ar/MLA-1538654024-villa-carlos-paz-deptos-con-cochera-y-amenities-posesion-0624-_JM
1538669104;TERRENO;83000;2023-10-17;INMOBILIARIA;360.0;;;;;POETA LUGONES;CORDOBA;-31.3580601;-64.2073731;https://terreno.mercadolibre.com.ar/MLA-1538669104-vendo-lote-apto-duplex-nuevo-poeta-lugones-360-m-_JM
1538683200;TERRENO;34990;2023-10-17;INMOBILIARIA;450.0;;;;;;VILLA CARLOS PAZ;-31.4612627;-64.512627;https://terreno.mercadolibre.com.ar/MLA-1538683200-lote-en-carlos-paz-_JM
1392559653;DEPARTAMENTO;55000;2023-10-17;INMOBILIARIA;40.0;40.0;1.0;1.0;;GUEMES;CORDOBA;-31.4204314;-64.196234;https://departamento.mercadolibre.com.ar/MLA-1392559653-mtrs-nva-cba-corro-n-500-pileta-asadores-estilo-y-calidad-contructiva-_JM
1538632652;CASA;29900;2023-10-17;INMOBILIARIA;256.0;256.0;2.0;1.0;1.0;COLON;CORDOBA;-31.437201;-64.1555294;https://casa.mercadolibre.com.ar/MLA-1538632652-venta-b-colon-asturias-2075-lote-256m2-construccion-60m2-_JM
1538587700;TERRENO;110000;2023-10-17;INMOBILIARIA;264.0;;;;;GENERAL PAZ;CORDOBA;-31.4127998;-64.156723;https://terreno.mercadolibre.com.ar/MLA-1538587700-vendo-lote-apto-edificio-en-b-general-paz-_JM
1538671590;TERRENO;7930;2023-10-17;INMOBILIARIA;1377.0;;;;;EL PARADOR DE LA MONTANA;SANTA ROSA DE CALAMUCHITA;;;https://terreno.mercadolibre.com.ar/MLA-1538671590-lote-en-cordoba-a-10min-calamuchita-_JM
1392655245;CASA;80000;2023-10-17;PARTICULAR;300.0;273.0;4.0;2.0;1.0;INDUSTRIAL OESTE;CORDOBA;-31.4079961;-64.2657508;https://casa.mercadolibre.com.ar/MLA-1392655245-venta-casa-4-dormitorios-cordoba-capital-_JM
1539522114;CASA;39000;2023-10-17;PARTICULAR;600.0;90.0;1.0;1.0;1.0;;VILLA YACANTO;-32.3025296;-64.4828666;https://casa.mercadolibre.com.ar/MLA-1539522114-vendo-tres-loft-dormis-equipados-villa-yacanto-calamuchita-_JM
