tipoPropiedad,precioUSD,fechaUltimaActualizacion,terrenoTotal,terrenoEdificado,cantDormitorios,cantBanos,cantCochera,barrio,coordX,coordY,vendedor,comisariaCercana,transporteCercano,saludCercana,distanciaCentro,pm2,valComisaria,valTransporte,valSalud,valoracionServicios,geometry,barrioName
1,135000,2023-07-03,125.0,124.0,3.0,2.0,1.0,190,-31.4518159,-64.2401740999999,2,0.4701016478264262,0.419614928554321,0.5846126732671248,6.016131005248129,1088.7096774193549,0,0,0,0,POINT (-64.2401740999999 -31.4518159),MIRADORES DE MANANTIALES
1,210000,2023-06-12,250.0,175.0,3.0,1.0,1.0,190,-31.459631,-64.2356782,2,1.41076399054655,0.3551002417078737,0.9486573044856028,6.253045030426469,1200.0,0,0,0,0,POINT (-64.2356782 -31.459631),MIRADORES DE MANANTIALES
1,120000,2023-01-20,135.0,135.0,3.0,3.0,1.0,190,-31.4567473648,-64.2467714207,2,1.1854351645859793,0.5949087078207291,0.8623990574835969,6.844991996889452,888.8888888888889,0,0,0,0,POINT (-64.2467714207 -31.4567473648),MIRADORES DE MANANTIALES
1,192000,2023-05-18,250.0,160.0,3.0,3.0,1.0,180,-31.4520626,-64.2403077,2,0.4972018031534445,0.4048541317371762,0.5888571332312087,6.042493409463814,1200.0,0,0,0,0,POINT (-64.2403077 -31.4520626),MANANTIALES
1,124900,2023-03-01,159.0,100.0,2.0,2.0,1.0,54,-31.452567956492,-64.235765484627,2,0.7049579602198124,0.2831902004647784,0.9959544858028038,5.7348187830779205,1249.0,0,0,0,0,POINT (-64.235765484627 -31.452567956492),CENTRO
1,130000,2022-08-27,180.0,140.0,3.0,2.0,2.0,15,-31.4562813,-64.2380032,2,0.9919988199508484,0.1116490147285088,1.067119743861313,6.162481376393845,928.5714285714286,0,0,0,0,POINT (-64.2380032 -31.4562813),ALTOS DE MANANTIALES
1,168000,2023-04-04,188.0,161.0,3.0,2.0,1.0,180,-31.45694858407228,-64.23520900632936,2,1.1498734690264314,0.3172645222035484,1.226377237862184,6.01447930616372,1043.4782608695652,0,0,0,0,POINT (-64.23520900632936 -31.45694858407228),MANANTIALES
1,150000,2023-04-14,252.0,132.0,3.0,2.0,1.0,190,-31.45551928371333,-64.244608404541,2,0.9688974741415756,0.4704233125320351,0.7207278776155672,6.598853895003277,1136.3636363636363,0,0,0,0,POINT (-64.244608404541 -31.45551928371333),MIRADORES DE MANANTIALES
1,118000,2023-06-03,135.0,105.0,2.0,2.0,2.0,190,-31.45280398653435,-64.243833,2,0.6662359642131054,0.444793235539668,0.4414770933884495,6.362781516857338,1123.8095238095239,0,0,0,0,POINT (-64.243833 -31.45280398653435),MIRADORES DE MANANTIALES
1,155000,2023-06-16,120.0,120.0,3.0,2.0,2.0,190,-31.45406342,-64.24396515,2,0.7963751263558839,0.5082503120353893,0.5718110799407099,6.453979082928483,1291.6666666666667,0,0,0,0,POINT (-64.24396515 -31.45406342),MIRADORES DE MANANTIALES
1,135000,2022-11-07,184.0,130.0,3.0,2.0,1.0,190,-31.45247459,-64.24271393,2,0.5867482738661198,0.4393371637896501,0.4575904791463766,6.254808962535923,1038.4615384615386,0,0,0,0,POINT (-64.24271393 -31.45247459),MIRADORES DE MANANTIALES
1,119000,2023-01-04,124.0,105.0,3.0,1.0,1.0,180,-31.458063752076,-64.243412017822,2,1.1996904576678478,0.2558661475859051,1.0176303940630944,6.683095817996247,1133.3333333333333,0,0,0,0,POINT (-64.243412017822 -31.458063752076),MANANTIALES
1,119800,2023-03-04,114.0,100.0,2.0,2.0,1.0,180,-31.452242939193,-64.234549999237,2,0.7564967097794953,0.1919306522388097,1.090851624207143,5.622650674731129,1198.0,0,0,0,0,POINT (-64.234549999237 -31.452242939193),MANANTIALES
1,129000,2023-04-22,130.0,130.0,2.0,2.0,1.0,180,-31.4541238,-64.2381455,2,0.7563849406165406,0.1003759893894197,0.8905308761561956,6.019145348470521,992.3076923076923,0,0,0,0,POINT (-64.2381455 -31.4541238),MANANTIALES
1,97000,2023-04-29,133.0,93.0,2.0,2.0,2.0,74,-31.4531648,-64.23256750000002,2,0.9653151773295274,0.0254222874246623,1.30243306492511,5.546158716410806,1043.010752688172,0,0,0,0,POINT (-64.23256750000002 -31.4531648),COSTAS DE MANANTIALES
1,124000,2023-07-27,125.0,125.0,3.0,3.0,2.0,190,-31.455556087733,-64.247274398804,2,1.101503597754626,0.4941552615363137,0.7413994571069542,6.805838369609849,992.0,0,0,0,0,POINT (-64.247274398804 -31.455556087733),MIRADORES DE MANANTIALES
1,120000,2023-03-22,,134.0,3.0,3.0,1.0,190,-31.45682803713357,-64.24748373260496,2,1.2289136887286654,0.6319701913222199,0.8836433021187777,6.904707343438684,895.5223880597015,0,0,0,0,POINT (-64.24748373260496 -31.45682803713357),MIRADORES DE MANANTIALES
1,133000,2023-06-05,180.0,147.0,3.0,2.0,1.0,162,-31.458178,-64.241805,2,1.1850151138208616,0.1033753631352227,1.0690347776536215,6.573780211995099,904.7619047619048,0,0,0,0,POINT (-64.241805 -31.458178),LOMAS DE MANANTIALES
1,130000,2023-07-17,180.0,147.0,3.0,2.0,2.0,190,-31.45768546597107,-64.24372595468135,2,1.1666782951061194,0.2899585466047572,0.9709422826786066,6.679822324607657,884.3537414965987,0,0,0,0,POINT (-64.24372595468135 -31.45768546597107),MIRADORES DE MANANTIALES
1,130000,2023-06-09,140.0,140.0,3.0,2.0,2.0,162,-31.45725166908473,-64.24182279334423,2,1.0829721375628467,0.1442227800809451,0.9714878000387966,6.509237888051016,928.5714285714286,0,0,0,0,POINT (-64.24182279334423 -31.45725166908473),LOMAS DE MANANTIALES
1,215000,2022-12-01,360.0,155.0,4.0,3.0,2.0,15,-31.4608939,-64.2347877,2,1.5710760093211464,0.2139287548205909,0.790038106800925,6.293669610865002,1387.0967741935483,0,0,0,0,POINT (-64.2347877 -31.4608939),ALTOS DE MANANTIALES
1,125000,2023-03-09,152.0,144.0,2.0,1.0,2.0,180,-31.4588847,-64.237843,2,1.2784182992492383,0.2137435580290766,1.1035760195085345,6.344053312648093,868.0555555555555,0,0,0,0,POINT (-64.237843 -31.4588847),MANANTIALES
1,240000,2023-08-04,360.0,210.0,3.0,3.0,2.0,74,-31.4518898,-64.2358907999999,2,0.6394964621972825,0.3215391089260682,0.9578070793088984,5.696980431409281,1142.857142857143,0,0,0,0,POINT (-64.2358907999999 -31.4518898),COSTAS DE MANANTIALES
1,210000,2023-05-22,200.0,200.0,3.0,2.0,2.0,54,-31.45330462386,-64.243025779724,2,0.683411861193673,0.5316887115264295,0.5227567500149897,6.332374906749163,1050.0,0,0,0,0,POINT (-64.243025779724 -31.45330462386),CENTRO
1,215000,2022-12-27,250.0,200.0,4.0,2.0,1.0,190,-31.45288511341821,-64.24066134854887,2,0.5892759044406454,0.362690318206042,0.6199687654302707,6.123645354404196,1075.0,0,0,0,0,POINT (-64.24066134854887 -31.45288511341821),MIRADORES DE MANANTIALES
1,440000,2023-07-15,1000.0,278.0,4.0,2.0,2.0,180,-31.4480143,-64.225121,2,1.3864994013784055,0.0330033625300242,1.1801862308059798,4.637805885594426,1582.7338129496402,0,0,0,0,POINT (-64.225121 -31.4480143),MANANTIALES
1,235000,2023-06-04,261.0,176.0,3.0,2.0,2.0,190,-31.453075,-64.240765,2,0.6108924258532137,0.3577466896130186,0.6276040710382932,6.144122589304078,1335.2272727272727,0,0,0,0,POINT (-64.240765 -31.453075),MIRADORES DE MANANTIALES
1,280000,2023-04-15,360.0,220.0,4.0,2.0,2.0,143,-31.4519013,-64.242494,2,0.5198729863519137,0.3768593955663396,0.420087728776758,6.201199331801165,1272.7272727272727,0,0,0,0,POINT (-64.242494 -31.4519013),LA LUISITA
2,140000,2022-11-17,95.0,80.0,2.0,2.0,1.0,180,-31.4567488,-64.23710319999999,2,1.06435021357761,0.1548817015989211,1.1629189941277012,6.132470301839865,1750.0,0,0,0,0,POINT (-64.23710319999999 -31.4567488),MANANTIALES
2,82000,2023-06-22,62.0,54.0,1.0,1.0,1.0,180,-31.4551016,-64.2420421,2,0.8500226281339667,0.3606144095982557,0.743265463877997,6.376706580731885,1518.5185185185185,0,0,0,0,POINT (-64.2420421 -31.4551016),MANANTIALES
2,85000,2023-07-24,70.0,70.0,2.0,1.0,1.0,180,-31.45747006446818,-64.24482427976226,2,1.176918233230982,0.3967559594152137,0.9351675470561892,6.746648294467903,1214.2857142857142,0,0,0,0,POINT (-64.24482427976226 -31.45747006446818),MANANTIALES
2,125000,2023-06-29,71.0,71.0,2.0,1.0,1.0,180,-31.45304761383822,-64.242744,2,0.6471507604883403,0.5029741582877624,0.5100421876185671,6.294003393288984,1760.5633802816901,0,0,0,0,POINT (-64.242744 -31.45304761383822),MANANTIALES
2,65000,2023-02-22,52.0,47.0,1.0,1.0,1.0,180,-31.4550994,-64.2378642,2,0.8680161228962485,0.0113412519158905,0.9819350214330034,6.067397936023679,1382.9787234042553,0,0,0,0,POINT (-64.2378642 -31.4550994),MANANTIALES
2,170000,2023-05-05,172.0,103.0,2.0,2.0,1.0,180,-31.4551758,-64.2369794,2,0.9025790620932668,0.0706837713622323,1.0503452046392414,6.008748467570833,1650.485436893204,0,0,0,0,POINT (-64.2369794 -31.4551758),MANANTIALES
2,110000,2023-03-29,85.0,85.0,2.0,1.0,2.0,74,-31.4522563,-64.2348824,2,0.7348509049211949,0.2179774433847248,1.061551243655137,5.647971207326788,1294.1176470588234,0,0,0,0,POINT (-64.2348824 -31.4522563),COSTAS DE MANANTIALES
2,310000,2023-04-28,170.0,170.0,3.0,2.0,2.0,180,-31.4541702,-64.2381337,2,0.7616518979456136,0.0952435540792372,0.894657763396216,6.021518490060154,1823.5294117647059,0,0,0,0,POINT (-64.2381337 -31.4541702),MANANTIALES
2,115000,2023-01-20,120.0,85.0,2.0,2.0,1.0,74,-31.45244328630638,-64.234001,2,0.8099631046398474,0.1367544107151466,1.1473395718976975,5.59682609822192,1352.9411764705883,0,0,0,0,POINT (-64.234001 -31.45244328630638),COSTAS DE MANANTIALES
2,147000,2023-04-21,180.0,158.0,3.0,3.0,2.0,74,-31.4518567,-64.2412339,2,0.4813041362541631,0.4005726497537625,0.5043236315590467,6.100500292822344,930.379746835443,0,0,0,0,POINT (-64.2412339 -31.4518567),COSTAS DE MANANTIALES
2,189000,2023-02-25,103.0,95.0,3.0,2.0,1.0,180,-31.4535689122,-64.2464598729,2,0.8806354333887954,0.3094248727873787,0.5089783912514608,6.616279903876732,1989.4736842105262,0,0,0,0,POINT (-64.2464598729 -31.4535689122),MANANTIALES
2,155000,2022-12-06,95.0,95.0,2.0,2.0,1.0,180,-31.45681381,-64.23709869,2,1.071391740819586,0.1536319339252685,1.1685219625584802,6.1369556982153926,1631.578947368421,0,0,0,0,POINT (-64.23709869 -31.45681381),MANANTIALES
2,120000,2023-03-03,125.0,125.0,3.0,3.0,1.0,190,-31.45476750708185,-64.244648,2,0.8952121309794722,0.51773512782805,0.6372434594090417,6.552359901513029,960.0,0,0,0,0,POINT (-64.244648 -31.45476750708185),MIRADORES DE MANANTIALES
2,119000,2023-07-18,125.0,120.0,3.0,3.0,1.0,190,-31.45701519999999,-64.238106,2,1.0696465732351816,0.055555380464973,1.1236159765943612,6.223378727524129,991.6666666666666,0,0,0,0,POINT (-64.238106 -31.45701519999999),MIRADORES DE MANANTIALES
2,128000,2023-08-05,125.0,123.0,3.0,3.0,2.0,180,-31.45352390045881,-64.2450833,2,0.7969110902094032,0.3887180570817059,0.4957015092316488,6.505854196779766,1040.6504065040651,0,0,0,0,POINT (-64.2450833 -31.45352390045881),MANANTIALES
1,90000,2023-08-13,125.0,116.0,3.0,2.0,1.0,180,-31.457357,-64.243946,1,1.1376334899455949,0.3185337203635801,0.9315602989812288,6.67339255994785,775.8620689655172,0,0,0,0,POINT (-64.243946 -31.457357),MANANTIALES
1,115000,2023-08-01,125.0,150.0,3.0,2.0,1.0,190,-31.452463,-64.242725,0,0.5859554603310393,0.4380214833165933,0.4559340633978632,6.254926584501288,766.6666666666666,0,0,0,0,POINT (-64.242725 -31.452463),MIRADORES DE MANANTIALES
1,119000,2023-07-31,156.0,100.0,2.0,2.0,1.0,180,-31.457826,-64.236696,1,1.1901874004903814,0.2049891598965239,1.169657918455618,6.184251367709315,1190.0,0,0,0,0,POINT (-64.236696 -31.457826),MANANTIALES
2,190000,2023-08-04,180.0,150.0,3.0,2.0,2.0,239,-31.4533583,-64.2324512,2,0.9876311997323924,0.040463673456239,1.320381606348149,5.552207460980381,1266.6666666666667,0,0,0,0,POINT (-64.2324512 -31.4533583),RIBERAS DE MANANTIALES
1,87000,2023-10-18,180.0,135.0,3.0,2.0,1.0,83,-31.420084,-64.188774,2,0.6226871662439336,0.0272535226541071,0.5142331299577122,0.0030417213585845,644.4444444444445,0,0,0,0,POINT (-64.188774 -31.420084),DOCTA
1,170000,2023-10-18,200.0,210.0,4.0,2.0,1.0,54,-31.413374,-64.179939,2,0.9167070037973094,0.1371127484479521,0.3884897289126538,1.1253365294366997,809.5238095238095,0,0,0,0,POINT (-64.179939 -31.413374),CENTRO
1,430000,2023-10-17,603.0,295.0,3.0,3.0,2.0,269,-31.412254,-64.186944,0,0.8360196238437718,0.0287849820742622,0.1391404098560051,0.8900354062776022,1457.6271186440679,0,0,0,0,POINT (-64.186944 -31.412254),SANTINA NORTE
1,110000,2023-11-01,300.0,160.0,2.0,1.0,2.0,32,-31.41,-64.19,2,0.8391223238801573,0.0577386321148564,0.2780772882343451,1.128827181986742,687.5,0,0,0,0,POINT (-64.19 -31.41),AYACUCHO
1,79000,2023-11-01,130.0,90.0,2.0,1.0,2.0,185,-31.416944,-64.184875,2,0.7132335390217489,0.2298718896587996,0.5973142865543758,0.5117342011692427,877.7777777777778,0,0,0,0,POINT (-64.184875 -31.416944),MARQUES DE SOBREMONTE
1,75000,2023-11-15,250.0,176.0,3.0,3.0,1.0,18,-31.416944,-64.188034,2,0.5701223414326045,0.0518912913078157,0.30911756083787,0.3583798468611947,426.1363636363636,0,0,0,0,POINT (-64.188034 -31.416944),ALTOS DE VILLA CABRERA
2,235000,2023-10-18,260.0,260.0,4.0,4.0,1.0,54,-31.411722,-64.189217,2,0.7192390842312523,0.0152946356052409,0.1931840901102448,0.9324311401944784,903.8461538461538,0,0,0,0,POINT (-64.189217 -31.411722),CENTRO
2,110000,2023-10-04,110.0,110.0,3.0,3.0,1.0,54,-31.416128,-64.188537,0,0.525880656047834,0.0552929874796914,0.2396249002974126,0.442370782785206,1000.0,0,0,0,0,POINT (-64.188537 -31.416128),CENTRO
2,50000,2023-10-09,70.0,70.0,2.0,1.0,1.0,54,-31.410049,-64.187759,0,0.9508672436254936,0.0257308683764241,0.1181089322845889,1.121977539096355,714.2857142857143,0,0,0,0,POINT (-64.187759 -31.410049),CENTRO
2,135000,2023-11-01,100.0,100.0,2.0,3.0,1.0,54,-31.419987,-64.181419,2,0.4033464287209119,0.0131427364867321,0.9666155919329428,0.7004976047849951,1350.0,0,0,0,0,POINT (-64.181419 -31.419987),CENTRO
2,120000,2023-11-01,180.0,180.0,3.0,2.0,1.0,54,-31.419058,-64.180636,2,0.4162223902040602,0.0204455116405972,0.8395840708830087,0.7833044857422906,666.6666666666666,0,0,0,0,POINT (-64.180636 -31.419058),CENTRO
2,185000,2023-11-15,115.0,115.0,2.0,2.0,1.0,192,-31.419413,-64.191329,2,0.3949957117796395,0.0747988074500604,0.3931552008033594,0.2518433878837384,1608.695652173913,0,0,0,0,POINT (-64.191329 -31.419413),NUEVA CORDOBA
2,119000,2023-11-01,185.0,185.0,4.0,3.0,1.0,54,-31.413855,-64.189356,2,0.5461962484985017,0.1131629556213803,0.2769513946808705,0.6964137832130376,643.2432432432432,0,0,0,0,POINT (-64.189356 -31.413855),CENTRO
2,144900,2023-10-30,136.0,136.0,2.0,2.0,1.0,60,-31.420084,-64.18877411,2,0.6226958100448453,0.0272570133017656,0.5142287535151464,0.0030332612881393,1065.4411764705883,0,0,0,0,POINT (-64.18877411 -31.420084),CHACRA DEL NORTE
2,120000,2023-10-27,248.0,200.0,2.0,3.0,1.0,192,-31.4199684,-64.181462,2,0.4033739085001136,0.0176444029480811,0.967084796035531,0.6964584391721422,600.0,0,0,0,0,POINT (-64.181462 -31.4199684),NUEVA CORDOBA
2,60000,2023-10-25,100.0,100.0,3.0,1.0,1.0,54,-31.4200833,-64.1887761,2,0.6228958176908359,0.0272476077634699,0.514078935445623,0.0029311334221404,600.0,0,0,0,0,POINT (-64.1887761 -31.4200833),CENTRO
2,110000,2023-10-25,80.0,80.0,2.0,1.0,1.0,54,-31.4132903,-64.1892413,2,0.5932882980884485,0.1167119951996955,0.3076505246175655,0.758361182551639,1375.0,0,0,0,0,POINT (-64.1892413 -31.4132903),CENTRO
2,230000,2023-11-07,,280.0,3.0,2.0,1.0,54,-31.4191775,-64.1902283,2,0.4533890746395286,0.0079560442567152,0.3741878494589245,0.1699738718880476,821.4285714285714,0,0,0,0,POINT (-64.1902283 -31.4191775),CENTRO
2,120000,2023-10-08,100.0,100.0,2.0,2.0,1.0,100,-31.4150047,-64.1868189,0,0.7107615678224415,0.0169870024343962,0.4129272202731673,0.5969458013884523,1200.0,0,0,0,0,POINT (-64.1868189 -31.4150047),GENERAL PAZ
2,145000,2023-10-10,105.0,105.0,2.0,2.0,1.0,100,-31.4150311,-64.186829,0,0.7090574163593242,0.0180880269458995,0.4113081652075419,0.5938577884207524,1380.952380952381,0,0,0,0,POINT (-64.186829 -31.4150311),GENERAL PAZ
2,125000,2023-10-17,185.0,185.0,3.0,3.0,1.0,54,-31.413954,-64.1893399,2,0.5411194993624161,0.1192268979270948,0.268969631504502,0.6853217219306447,675.6756756756756,0,0,0,0,POINT (-64.1893399 -31.413954),CENTRO
1,133000,2023-10-24,187.0,187.0,3.0,2.0,1.0,125,-31.42008329999999,-64.1887761,2,0.6228958176916288,0.0272476077621404,0.5140789354443386,0.0029311334230366,711.2299465240642,0,0,0,0,POINT (-64.1887761 -31.42008329999999),JARDINES DEL OLMO
1,48000,2023-10-25,375.0,110.0,2.0,1.0,2.0,234,-31.42008329999999,-64.18877609999998,2,0.622895817690629,0.0272476077617279,0.5140789354448444,0.0029311334239706,436.3636363636364,0,0,0,0,POINT (-64.18877609999998 -31.42008329999999),RESIDENCIAL AMERICA
1,69999,2023-11-13,200.0,186.0,2.0,1.0,1.0,9,-31.419288124288,-64.18212890625,2,0.4523695552428665,0.115798205464206,0.926915425716644,0.6394289097405189,376.33870967741933,0,0,0,0,POINT (-64.18212890625 -31.419288124288),ALTO ALBERDI
1,160000,2023-11-06,379.0,205.0,3.0,3.0,1.0,262,-31.4081449,-64.1885409,2,1.0627943049874655,0.0557836123948174,0.3424601950753557,1.329573834550256,780.4878048780488,0,0,0,0,POINT (-64.1885409 -31.4081449),SAN SALVADOR
1,55000,2023-10-05,253.0,103.0,2.0,1.0,2.0,54,-31.413397089075,-64.19093059541,0,0.4721341224576186,0.0456714589970221,0.2769180549741742,0.7722648677761119,533.9805825242719,0,0,0,0,POINT (-64.19093059541 -31.413397089075),CENTRO
1,130000,2023-10-18,220.0,200.0,3.0,2.0,4.0,10,-31.4176584,-64.1742938,2,0.4787859909421159,0.1778051588107612,0.5763343845256472,1.4030322336101446,650.0,0,0,0,0,POINT (-64.1742938 -31.4176584),ALTO GENERAL PAZ
1,90000,2023-10-08,270.0,270.0,2.0,1.0,1.0,248,-31.4095977,-64.1805539,0,1.3368265170683735,0.0906300632966427,0.3409366836655284,1.405737072204734,333.3333333333333,0,0,0,0,POINT (-64.1805539 -31.4095977),SAN CARLOS
2,110000,2023-11-13,180.0,180.0,5.0,1.0,1.0,54,-31.4171003,-64.19010500000002,2,0.375485057548357,0.0277691112083008,0.1619317282062819,0.3557967540108995,611.1111111111111,0,0,0,0,POINT (-64.19010500000002 -31.4171003),CENTRO
1,430000,2023-11-06,603.0,355.0,3.0,3.0,3.0,269,-31.4200833,-64.188776,2,0.6228879593349504,0.0272443674366136,0.514082911696097,0.0029384814119097,1211.2676056338028,0,0,0,0,POINT (-64.188776 -31.4200833),SANTINA NORTE
1,160000,2023-10-25,320.0,320.0,3.0,4.0,2.0,12,-31.420084,-64.1887741,2,0.6226950242428545,0.027256695823606,0.5142291513661612,0.0030340298760312,500.0,0,0,0,0,POINT (-64.1887741 -31.420084),ALTO VERDE
1,120000,2023-11-11,330.0,150.0,3.0,2.0,1.0,103,-31.4200832,-64.1887761,2,0.6229020502254491,0.0272371575673014,0.5140688392710634,0.0029381905298753,800.0,0,0,0,0,POINT (-64.1887761 -31.4200832),GRANJA DE FUNES
1,69999,2023-11-13,200.0,186.0,2.0,1.0,1.0,9,-31.4192881,-64.1821289,2,0.4523723180193725,0.1157998123319552,0.9269148648588552,0.6394298782464385,376.33870967741933,0,0,0,0,POINT (-64.1821289 -31.4192881),ALTO ALBERDI
2,159000,2023-11-09,264.0,142.0,3.0,3.0,1.0,54,-31.4171073,-64.1874297,2,0.6284143154023113,0.0082948331347958,0.3690905358918548,0.3572754320361583,1119.718309859155,0,0,0,0,POINT (-64.1874297 -31.4171073),CENTRO
2,90000,2023-11-11,120.0,113.0,2.0,1.0,1.0,54,-31.4142699,-64.1808156,2,0.8531606281592938,0.0171640526520151,0.4970664721612565,0.9971557913945585,796.4601769911504,0,0,0,0,POINT (-64.1808156 -31.4142699),CENTRO
1,275000,2023-09-25,365.0,300.0,3.0,3.0,3.0,60,-31.412497,-64.182379,0,1.0954070505715947,0.021889733505645,0.4975690397908985,1.0421088443444713,916.6666666666666,0,0,0,0,POINT (-64.182379 -31.412497),CHACRA DEL NORTE
1,125000,2023-09-21,400.0,350.0,3.0,3.0,3.0,9,-31.423173,-64.175198,0,0.2786620539447372,0.0805526525779818,1.1703599730922225,1.335141466973268,357.14285714285717,0,0,0,0,POINT (-64.175198 -31.423173),ALTO ALBERDI
1,125000,2023-09-21,150.0,150.0,3.0,2.0,1.0,257,-31.4080027,-64.1806384,1,1.511109710338031,0.263625753624529,0.1725787690800097,1.5521952728733044,833.3333333333334,0,0,0,0,POINT (-64.1806384 -31.4080027),SAN MARTIN
2,175000,2023-09-19,173.0,170.0,3.0,3.0,1.0,5,-31.4141492,-64.1915656,0,0.3692172596483568,0.0959203701901165,0.1992635091235979,0.7118414475774292,1029.4117647058824,0,0,0,0,POINT (-64.1915656 -31.4141492),ALBERDI
2,110000,2023-09-21,198.0,198.0,4.0,2.0,1.0,54,-31.4135746,-64.1904403,0,0.4881849338562221,0.0128190664018983,0.2633154900208135,0.7420990129450226,555.5555555555555,0,0,0,0,POINT (-64.1904403 -31.4135746),CENTRO
2,109000,2023-09-20,89.0,65.0,2.0,1.0,1.0,54,-31.4124761,-64.1913818,0,0.5343682661159371,0.1380596000914786,0.3650539552076675,0.8824313924517612,1676.923076923077,0,0,0,0,POINT (-64.1913818 -31.4124761),CENTRO
2,73000,2023-09-27,68.0,68.0,2.0,2.0,1.0,54,-31.4184973,-64.1807993,0,0.4671215449338941,0.0217337228413628,0.7964011634894227,0.7798305721703963,1073.5294117647059,0,0,0,0,POINT (-64.1807993 -31.4184973),CENTRO
1,55000,2023-09-13,240.0,116.0,2.0,1.0,1.0,85,-31.417823,-64.180584,0,0.5056643319208975,0.0311861918606846,0.7239941049405163,0.8197098630392431,474.13793103448273,0,0,0,0,POINT (-64.180584 -31.417823),DUCASSE
2,135000,2023-09-07,197.0,162.0,4.0,2.0,1.0,54,-31.41919327,-64.18973541,0,0.4924549665953382,0.0407899899979995,0.3882661724845897,0.1343282030641096,833.3333333333334,0,0,0,0,POINT (-64.18973541 -31.41919327),CENTRO
2,130000,2023-09-05,126.0,126.0,3.0,2.0,1.0,54,-31.4128441,-64.190727,0,0.5327442185967904,0.0731877768130705,0.3395437883936715,0.8272818634540557,1031.7460317460318,0,0,0,0,POINT (-64.190727 -31.4128441),CENTRO
1,135000,2023-08-14,263.0,160.0,3.0,3.0,2.0,207,-31.421046,-64.180069,0,0.2845872477320714,0.0239560199255241,1.0113338654490955,0.8351332483448939,843.75,0,0,0,0,POINT (-64.180069 -31.421046),PARQUE CHACABUCO
1,270000,2023-08-14,657.0,250.0,4.0,3.0,2.0,54,-31.4119314,-64.1793582,0,1.058359548729557,0.0917810373101435,0.29542260243851,1.2758484820030085,1080.0,0,0,0,0,POINT (-64.1793582 -31.4119314),CENTRO
2,199000,2023-08-21,155.0,125.0,3.0,2.0,1.0,192,-31.4221098,-64.1807482,0,0.2752899761475278,0.0381763618248122,1.145451077188033,0.7960420028008546,1592.0,0,0,0,0,POINT (-64.1807482 -31.4221098),NUEVA CORDOBA
2,40000,2023-09-01,64.0,64.0,2.0,1.0,1.0,185,-31.419288,-64.177322,1,0.2192266210809088,0.005676233410881,0.7481404980789167,1.0928903987281593,625.0,0,0,0,0,POINT (-64.177322 -31.419288),MARQUES DE SOBREMONTE
1,200000,2023-06-04,302.0,302.0,3.0,2.0,2.0,54,-31.419288,-64.191399,2,0.380138269213693,0.0665395113935184,0.3798173236399988,0.2626291845794912,662.2516556291391,0,0,0,0,POINT (-64.191399 -31.419288),CENTRO
1,370000,2022-12-07,378.0,378.0,4.0,3.0,2.0,54,-31.416702,-64.187538,2,0.6166203018001027,0.0167538371833169,0.3450594127719505,0.3963637973763585,978.8359788359788,0,0,0,0,POINT (-64.187538 -31.416702),CENTRO
2,90000,2023-08-02,95.0,95.0,2.0,1.0,1.0,54,-31.410163,-64.19052,1,0.801264875629532,0.0828363305828693,0.3174494316606013,1.1169341544929892,947.3684210526316,0,0,0,0,POINT (-64.19052 -31.410163),CENTRO
2,170000,2023-07-31,110.0,110.0,3.0,2.0,1.0,192,-31.422244,-64.180188,2,0.3150638794832994,0.0245961214255691,1.1392101007031885,0.8512501058151156,1545.4545454545455,0,0,0,0,POINT (-64.180188 -31.422244),NUEVA CORDOBA
2,199000,2023-07-04,250.0,250.0,3.0,4.0,2.0,54,-31.414385,-64.186251,2,0.7828502022220254,0.0107629974746506,0.3850530123265408,0.679956389048232,796.0,0,0,0,0,POINT (-64.186251 -31.414385),CENTRO
2,189000,2023-05-15,150.0,150.0,3.0,3.0,1.0,54,-31.414196,-64.191558,2,0.3656751460293198,0.0907581126729922,0.1940438116846354,0.7067392888910686,1260.0,0,0,0,0,POINT (-64.191558 -31.414196),CENTRO
1,125000,2023-08-07,252.0,252.0,2.0,2.0,1.0,286,-31.4161191,-64.1923173,1,0.176018265850174,0.025994307007995,0.123390418826204,0.5543851261116078,496.031746031746,0,0,0,0,POINT (-64.1923173 -31.4161191),TERRAZAS DE MANANTIALES
1,68000,2023-07-28,300.0,150.0,2.0,3.0,1.0,229,-31.4200824,-64.1887761,1,0.622951915400833,0.0271535751411189,0.5139880713984041,0.0029955349259977,453.3333333333333,0,0,0,0,POINT (-64.1887761 -31.4200824),QUEBRADA DE LAS ROSAS
2,300000,2023-08-03,210.0,210.0,5.0,2.0,1.0,54,-31.4181791,-64.1879482,0,0.6002062798491911,0.0183366107722858,0.3891826396444386,0.2283763391817813,1428.5714285714287,0,0,0,0,POINT (-64.1879482 -31.4181791),CENTRO
